,words,x,y
762,private,6.670051,-2.2459073
763,during,5.407153,1.4307182
764,('Coronavirus').,-0.13802794,-0.9986083
765,Garante,-2.50516,-3.8014963
766,Coronavirus,2.343659,-1.3475319
767,itself,-0.70247614,0.1965609
768,constitute,-1.9433347,-1.4296479
769,emphasised,1.8437961,-3.9835556
770,"legitimate,",0.39092296,-1.217506
771,whereas,0.5496747,-1.363514
772,any,13.649664,4.339281
773,aimed,-1.1668556,1.0433058
774,"basis,",1.3650557,-2.1325974
775,"therefore,",0.97196716,-1.1542963
776,carried,5.717521,-2.0353074
777,out,11.550127,0.7380816
778,"Italian,",-1.1747857,-0.67328733
779,Telecommunications,-2.0642767,-1.3051975
780,('TRA'),-2.8556528,1.0574994
781,Guidelines'),-3.8948076,4.6722646
782,internet,-0.58724695,4.621144
783,service,8.10223,8.481515
784,providers,0.7819391,0.3996015
785,aiming,1.340921,2.8740625
786,achieve,-0.8752468,0.928557
787,coordinated,-1.7462529,0.5279229
788,transition,-0.6071345,-0.56638336
789,IPv4,-2.7879531,-0.7035108
790,IPv6.,-1.9595587,-0.838295
791,Guidelines,-2.996889,-3.3159108
792,note,-2.5189316,-4.6534743
793,all,14.399738,-3.2463958
794,new,6.1558437,3.3540258
795,IP,0.27307224,1.6654154
796,based,6.2259846,10.493835
797,"services,",-0.106745005,0.6683524
798,cloud,4.2715282,-0.71040154
799,computing,1.7641386,-0.35686767
800,"centres,",1.1575788,-1.2887071
801,within,5.8310704,1.4534854
802,"sector,",5.032526,-2.5049171
803,able,3.3529358,2.5356417
804,run,0.39603508,-1.1916904
805,IPv6,-0.08458351,-0.36279124
806,protocols,0.28678328,-0.45540902
807,immediate,3.875944,-1.4524509
808,"effect,",0.3968155,-0.9706927
809,security,18.892412,-2.3557653
810,measures,9.274072,3.2955997
811,implemented.,-0.11693764,-0.24087948
812,regards,-0.8390932,-1.9306259
813,"security,",1.6886585,-0.44801456
814,propose,-0.6158876,-1.3915546
815,network,0.87795645,-3.0092516
816,"equipment,",-0.7469371,-0.5052831
817,"firewalls,",-1.3670744,-0.39587444
818,Internet,-3.1007106,3.0738838
819,Protocol,-1.6782683,0.27055886
820,Security,-6.9963026,4.1573844
821,('IPSec'),-0.99924886,0.27628005
822,authenticate,-0.5714195,0.053833634
823,confidentiality,1.5586395,1.0161489
824,"assets,",0.9500182,1.6914072
825,implementation,1.2855973,0.691872
826,assessment,6.8961005,5.735526
827,identify,4.91936,2.6472766
828,vulnerabilities.,-0.8039148,0.20427158
829,University,-2.9943175,-2.125936
830,Maryland,-3.8155792,-1.5065651
831,Faculty,-1.1681302,-0.77571267
832,"Physicians,",-0.8005665,-0.5700984
833,Inc.,-3.8200905,-1.8799046
834,('FPI'),-1.7665998,-1.868527
835,Medical,-3.9201272,-0.43274766
836,Center,-7.3603888,2.8549666
837,('UMMC'),-5.023493,1.1296256
838,"notified,",-6.8740587,2.5133688
839,24,-9.107704,5.8832574
840,Services',-2.5619383,2.491574
841,Civil,-0.46177104,3.1309972
842,"('OCR'),",-0.55203,1.3702005
843,breach,4.7920876,1.0745916
844,affecting,3.4346592,0.060574494
845,"33,896",0.78555775,-1.1970888
846,"patients,",1.4921794,-2.313126
847,OCR,-0.19493468,-2.0106485
848,now,4.0451303,-2.564327
849,investigating.,0.2956065,-1.4907218
850,FPI,-2.022065,-4.6479774
851,UMMC,-3.2047143,-3.1913416
852,they,13.12227,-3.3340251
853,discovered,-2.9756792,0.37266007
854,unauthorised,3.6053588,-5.0380383
855,access,15.520643,1.3261257
856,email,4.8887043,-3.6032093
857,account,6.776846,-4.4255657
858,contained,5.312741,-2.7527835
859,identifiable,1.0981416,-3.3920684
860,and/or,3.2431517,-2.0521693
861,protected,0.8413052,-4.437181
862,"name,",1.0730515,-1.4274879
863,date,0.48487064,-0.8018424
864,"birth,",0.94665015,2.4137428
865,medical,0.43092546,-0.76995254
866,record,3.1191971,2.546733
867,number,3.3262324,3.3368087
868,clinical,0.7981829,0.091388375
869,care,3.825767,2.0077295
870,"received,",2.326069,-1.9666442
871,numbers.,-2.09676,-0.62521696
872,outlined,-1.2179763,-6.347883
873,indication,1.6466503,-1.8835602
874,"misused,",0.5816629,-2.1787286
875,but,6.987305,1.1848916
876,notified,1.574719,-1.8559803
877,affected,4.612931,-1.7050024
878,"individuals,",5.693621,1.0805932
879,reviewing,1.6976857,-1.9351927
880,procedures,6.9803214,0.11869792
881,enhance,3.2016122,0.36417758
882,security.,0.2642272,-0.4636357
883,notification,-0.26087832,-0.99085116
884,Basel,-5.2534075,1.3090875
885,Committee,-8.12793,5.3516965
886,Banking,-5.3512692,0.92964894
887,Supervision,-3.5554588,0.30217206
888,Committee'),-4.4277005,1.3245349
889,Consultative,-3.3325067,2.556326
890,Document,-2.239677,0.8912729
891,Document'),-3.4540725,2.938871
892,principles,4.088102,1.3405653
893,operational,-0.9929002,0.48138586
894,risk,8.460458,11.779045
895,resilience.,-0.5057165,-0.84908783
896,"Particularly,",-1.5927148,-0.83529186
897,highlights,2.5834262,-7.7285657
898,critical,5.902008,0.064312875
899,role,1.7495056,1.2348026
900,played,-0.8156379,-1.2635112
901,global,0.22251278,-2.1303928
902,systems,10.714447,1.6807824
903,risks,6.0173507,0.72102654
904,"pandemics,",0.53044534,-1.1128179
905,cyber,5.691132,2.2763453
906,"incidents,",4.977494,0.5120034
907,manage,3.5783923,4.4239655
908,dependencies,-0.29126295,-0.39163947
909,"relationships,",-0.3077622,-0.01622727
910,those,6.2519035,-0.3448535
911,"with,",0.32260764,-0.13832831
912,third,8.567727,-3.795988
913,parties,4.8981376,-0.46931565
914,intra-group,0.28312021,-0.06798616
915,"entities,",3.4592364,1.5089897
916,delivery,1.9906163,2.2671156
917,operations.,-1.1850102,0.49528056
918,notes,2.0846086,-3.6626835
919,resilient,1.8711468,-0.8721519
920,communication,4.905091,0.31951648
921,cybersecurity,6.5559635,2.5083554
922,subject,10.201877,-0.93990034
923,"protection,",5.306642,2.018107
924,"detection,",1.2372781,-1.8523159
925,"response,",1.2130183,-2.0897794
926,recovery,1.1539823,-2.4033859
927,programmes,1.0339975,-2.7504218
928,regularly,4.5290065,-1.0559478
929,tested.,0.8816398,-2.0438516
930,Comments,0.2523482,-0.061922584
931,submitted,-1.7441422,2.2456224
932,November,-3.2349882,0.46824074
933,Standards,-4.079756,0.6667399
934,('DSA'),-2.7154531,0.7108229
935,7,-9.089042,6.931748
936,summaries,-2.7490551,1.762448
937,metadata,-1.5945996,2.8514163
938,standards,5.0169373,6.0321684
939,improve,5.2768292,0.76530755
940,government.,0.078226455,-0.786989
941,deliverable,-3.4841158,0.05265483
942,"DSA,",-2.1108499,0.85266733
943,cross-government,0.7387273,0.6155803
944,standardisation,0.9878127,0.36337477
945,led,3.6544187,1.1064655
946,Digital,-5.413507,7.8119674
947,"Service,",0.37408328,0.028886778
948,include,9.036317,1.5433996
949,best,3.0893424,4.288406
950,comma-separated,-0.47485447,0.4336837
951,values,0.066897646,1.3527174
952,('CSV'),-0.73783785,-0.024566641
953,files.,0.06517938,0.1907689
954,"Firstly,",-1.5690663,0.37013113
955,using,12.335354,6.603586
956,describe,-1.1608129,2.740513
957,shared,5.558518,-0.36219227
958,discusses,2.2052183,-2.9540055
959,Dublin,0.34144393,-0.95174754
960,Core,0.09086231,-1.113441
961,schema,-0.30468178,-1.3506887
962,when,8.34948,-0.5086889
963,tabular,0.16870028,0.91349083
964,like,0.9118672,-2.0669403
965,CSV,-1.286499,0.55404925
966,files,1.3521277,-0.84027505
967,"spreadsheets,",-0.56908906,-1.51722
968,departments.,-0.36053413,-0.92015654
969,"Secondly,",-2.2355518,-0.50269985
970,publishing,1.2893993,2.0223584
971,recommends,-0.05657137,0.30935568
972,schema.org,-0.53557754,1.2444704
973,contents,-1.9634058,0.42251602
974,"file,",-1.543979,-0.44385794
975,spreadsheet,-1.5542923,0.965739
976,file,-0.77696985,-1.3638178
977,containing,1.7182713,0.6135803
978,published.,0.045375194,-0.31014636
979,"Thirdly,",-1.2599615,-0.31951624
980,offers,1.238584,0.8220419
981,Web,-1.0177305,1.1819495
982,add,-1.5883771,0.35558444
983,structure,-0.7125273,-0.6897496
984,sets,1.045792,-0.19798668
985,addresses,-0.8856738,-0.2538423
986,facilitate,2.5675764,1.877199
987,"cataloguing,",-1.0387157,-0.1240685
988,"validation,",-0.9892319,-0.28641883
989,reuse,-0.8634576,0.19060346
990,"Lastly,",0.31845844,-1.6736901
991,covers,0.5570344,-3.2564113
992,adding,-0.4858518,0.61278653
993,being,6.218363,1.5406786
994,published,-0.6125858,5.0694065
995,so,1.1191313,-0.7179377
996,search,-0.057781123,-0.9544512
997,engines,-0.6106132,-1.6300973
998,find,-0.06321057,-0.013118036
999,display,0.12566796,1.2986866
1000,structured,-0.45928246,-0.21890692
1001,results,2.832934,1.7719878
1002,users.,-0.0809575,0.38695747
1003,3,-8.424323,8.85195
1004,monetary,-3.4678233,1.3708879
1005,penalty,-3.215734,1.2120361
1006,notice,-0.8196922,9.665777
1007,Rain,-1.686131,-0.80542475
1008,Ld,-1.452134,-0.5970853
1009,"£80,000",-1.8362248,0.40500548
1010,1998,-1.1369187,-0.26413095
1011,"making,",-1.2371551,-0.24157906
1012,January,-6.116394,6.401151
1013,29,-7.4176507,6.582037
1014,"2018,",-4.69916,1.4854636
1015,"270,774",-2.8974304,0.36200377
1016,unsolicited,-2.0995636,-0.6792167
1017,calls,-1.186152,1.0987172
1018,subscribers,-1.5486388,-0.05815202
1019,registered,-1.4578553,-0.1262122
1020,Telephone,-1.8173169,-0.16936721
1021,Preference,-1.9160033,-0.33702704
1022,Ltd,-3.1719246,5.197511
1023,('TPS'),-1.8032523,-0.5094873
1024,valid,-0.16629088,0.85158616
1025,regulation,-0.96763253,-3.7994947
1026,21,-0.5861636,-1.2418144
1027,Electronic,-2.0072362,0.26744428
1028,Communications,-2.1966047,4.2493052
1029,(EC,-1.5366379,-2.0235276
1030,Directive),-1.7301142,-1.5132118
1031,Regulations,-0.809874,-0.6726931
1032,2003,-3.0658622,-1.3292272
1033,('PECR').,-0.8209921,-0.6721377
1034,"sent,",-7.5117383,6.0064273
1035,"2019,",-1.1775578,3.9699376
1036,initial,-1.634648,2.386928
1037,investigation,3.0749283,0.9990711
1038,letter,-6.4010053,8.899849
1039,"RTL,",-1.1835908,-0.22866248
1040,"responded,",-1.4107825,-1.5949839
1041,purchased,0.2822614,-0.0027571763
1042,contract,0.23844658,1.8306261
1043,two,-1.9506358,4.328358
1044,party,4.0717764,-3.6041665
1045,"providers,",4.5196586,-4.33717
1046,"recorded,",0.79173213,-3.2713938
1047,due,0.9873481,-2.9775255
1048,diligence,-0.26833057,-2.091651
1049,checks,-1.1397117,-2.410637
1050,thought,-0.2207893,-0.71712774
1051,RTL,0.96306443,-0.8529081
1052,intended,5.05111,3.2195058
1053,options,2.150131,1.0399033
1054,recording,2.394263,0.67351043
1055,staff,2.361305,-0.19449668
1056,training,3.869768,1.7401036
1057,software,5.0403323,1.2242175
1058,allow,4.834338,0.6579049
1059,TPS-screening.,-0.075747944,-0.5252909
1060,assessing,-1.8534341,-2.0965135
1061,"contraventions,",-1.7775173,-2.1418743
1062,did,8.031517,-0.024050247
1063,deliberately,-0.23771623,-1.7802768
1064,contravene,-0.018731909,-1.8965292
1065,"PECR,",0.28755513,-1.7632498
1066,however,0.22932266,-2.194037
1067,aware,2.8530357,-0.15691403
1068,responsibilities,-0.9832753,-0.4567447
1069,regarding,5.1980567,1.154993
1070,taking,3.082238,-4.9251046
1071,reasonable,5.331965,-1.4055007
1072,violations.,0.49273023,-0.50415474
1073,calculating,-2.4562795,-1.533543
1074,"penalty,",-1.5636634,-1.2987682
1075,factors,0.2730091,-0.3049355
1076,ceasing,0.53188837,0.75393665
1077,"calls,",-2.04133,0.460191
1078,complaints,2.408625,-1.1453744
1079,received,2.4986427,3.9721198
1080,TPS,-0.17509845,-1.2867146
1081,lack,6.155917,0.61851084
1082,suppression,0.05552585,-0.16571268
1083,stop,2.4770648,1.0253258
1084,repeated,-1.2928157,-0.030337371
1085,same,2.4348276,6.264875
1086,subscribers.,-1.027716,-0.22674371
1087,issued,-3.9688709,13.492954
1088,September,-2.1621258,1.5681797
1089,latest,-2.5636582,0.93292177
1090,reduced,0.4180544,-0.9743722
1091,20%,-0.99484164,-1.5607662
1092,"£64,000",-1.0965954,-1.3958105
1093,promote,1.3117775,-0.17782186
1094,PECR.,-0.11275082,-0.31963447
1095,OneTrust,-2.2894685,0.9350298
1096,DataGuidance,-3.2169776,1.202778
1097,"confirmed,",-1.9166951,2.0817554
1098,"('ICO'),",-0.70120776,-0.68669605
1099,investigating,-0.13008644,-1.0000634
1100,Barclays,-0.42615303,-0.88828194
1101,employee,3.4527674,1.7679547
1102,monitoring,0.8489542,0.35212067
1103,tools.,-1.1393486,-0.30186942
1104,spokesperson,-1.9434268,-3.0162184
1105,"said,",-1.4397691,-0.7540191
1106,"""We",-1.1987773,-0.4671516
1107,ongoing,0.06832084,1.0646665
1108,Barclays',-0.051034547,0.34661582
1109,alleged,1.431464,0.3286183
1110,"tools.""",-0.8409969,-0.46804887
1111,"outlined,",-1.0862167,-2.773723
1112,"""People",-1.076955,-2.7014635
1113,expect,-0.60995126,-2.8678007
1114,keep,3.3943362,-2.4912686
1115,lives,1.9290336,-1.9820462
1116,entitled,0.94734704,-0.5181357
1117,degree,0.101506285,-0.6649555
1118,workplace,-0.81632376,-0.5181075
1119,[...],-0.58314985,-0.26383013
1120,If,-0.110451505,-0.39916182
1121,organisations,11.835969,4.1095886
1122,wish,-0.32658216,-1.0204998
1123,"employees,",2.9757895,0.12983887
1124,purpose,7.2304144,-4.4202733
1125,brings,0.20092344,0.9339312
1126,real,0.44503102,0.72158194
1127,benefits.,-0.13938533,-0.5868567
1128,Organisations,0.16453749,-0.70093477
1129,need,7.200186,5.5118713
1130,"nature,",0.61886036,-0.43599424
1131,extent,1.8705208,-0.72429556
1132,reasons,0.82762784,0.8396431
1133,monitoring.,0.36550573,1.452285
1134,"""The",-0.86444306,0.12511495
1135,Commission'),-2.3160946,0.7631231
1136,Commerce,-7.461031,5.6514707
1137,('DoC'),-3.1003823,0.12972099
1138,joint,-2.8264263,2.9672413
1139,announcing,-1.2072542,-0.18391736
1140,initiated,0.41543692,-0.9546975
1141,discussions,2.0442455,1.0487875
1142,evaluate,0.50393474,-0.11242024
1143,potential,5.3661156,0.2238903
1144,enhanced,2.0598085,2.4366653
1145,EU-U.S.,-0.25194222,1.9182707
1146,Shield,2.120306,0.56669116
1147,Justice,-3.9637527,-3.370196
1148,Union's,-4.395427,-4.2561245
1149,('CJEU'),-5.1691637,-2.5077374
1150,Commissioner,-10.069195,-2.235961
1151,v.,-5.0770345,-2.6354241
1152,Facebook,-2.6378517,-2.3049757
1153,Ireland,-4.886569,-1.2511592
1154,"Limited,",-5.0306597,-0.85462034
1155,Maximillian,-5.271825,-0.34634224
1156,Schrems,-4.6045947,-2.0255573
1157,(C-311/18),-4.0283566,0.20334801
1158,II,-2.7590625,-1.8199047
1159,Case').,-2.5993865,0.5404194
1160,DoC,-0.81822395,-2.563561
1161,recognised,-1.803143,-1.6251184
1162,vital,0.15047969,-0.16169122
1163,importance,1.1480128,-2.6036768
1164,EU,8.231156,-1.6182704
1165,"US,",-0.50149745,-1.1777585
1166,significance,2.476514,-2.3791764
1167,cross-border,0.5629832,-3.7822723
1168,transfers,7.0677524,-2.77134
1169,citizens,2.314593,-1.6421139
1170,economies.,0.6420443,-0.82325727
1171,commitment,4.4159694,1.1427392
1172,"law,",2.5800714,-3.3529184
1173,deepening,1.0654598,-1.970141
1174,economic,0.75372225,-1.5328395
1175,relationship.,0.016462924,-1.478901
1176,Commission's,-1.2628386,1.5895503
1177,DoC's,-1.9318876,-0.0011166991
1178,Norwegian,-1.0471959,-1.3190966
1179,International,-4.953935,1.4049178
1180,Baccalaureate,-2.7326372,0.7210367
1181,Organization,-2.087266,0.27095982
1182,('IBO'),-1.557471,0.002697149
1183,grading,0.55592597,-0.82697386
1184,students,1.9526966,3.2383327
1185,historical,0.18168828,0.82522947
1186,students.,-0.43395707,0.08989059
1187,IB,-1.7605876,-2.6338367
1188,grades,-1.384464,-2.6388009
1189,correct,0.7735443,-2.0838513
1190,because,6.073153,1.36217
1191,academic,-0.18494283,-2.7039797
1192,"ability,",-0.38534647,-2.4864917
1193,thereby,-0.21198891,-2.4262307
1194,leading,0.91300267,-2.306656
1195,line,3.1463614,-1.9386774
1196,expectations,1.3763452,-1.8879002
1197,thus,3.5309086,0.06491721
1198,contradicting,-0.06376393,-1.3965853
1199,fairness,-0.15653117,-1.2145281
1200,principle,2.8207915,-4.936033
1201,place,7.348772,0.4153536
1202,lead,-1.1034851,0.6482053
1203,denial,0.3560099,0.014860957
1204,opportunities,0.64620554,0.39880052
1205,"case,",-0.13097869,-0.6356643
1206,adversely,-0.70928216,-0.69242984
1207,undue,1.6938865,2.130014
1208,unjustifiable,-1.1076871,0.22162274
1209,On,-0.74287194,-1.6965122
1210,gave,-1.6591048,-1.8480877
1211,IBO,-0.7508587,-1.6204262
1212,opportunity,-0.62799054,-1.0301044
1213,submit,-1.4160634,-1.12203
1214,comments,-1.5514934,1.4898766
1215,14,-4.560493,2.8684344
1216,these,4.7337008,-0.8885162
1217,"comments,",-0.9579267,-1.2548677
1218,final,-3.1959379,0.814585
1219,taken.,-0.14193933,-1.3208019
1220,"announcement,",-1.1858789,-0.9835974
1221,"Norwegian,",-0.83675444,-0.4301171
1222,British,-3.1299913,-0.04152785
1223,Dental,-2.9975443,-0.006473638
1224,Association,-3.4629023,0.55925685
1225,('BDA'),-3.6685476,1.0902692
1226,"suffered,",-3.5977092,1.3883079
1227,"breach,",-0.8179673,-0.2498441
1228,result,0.32677346,0.5769434
1229,sophisticated,-0.9958409,-0.47198367
1230,cyberattack.,-0.86627597,-0.60760444
1231,BDA,-3.0374372,-3.294321
1232,announced,-1.629021,-2.5733707
1233,took,4.9020815,-0.8427586
1234,some,6.9790535,1.5460228
1235,"offline,",0.8594746,-1.3840346
1236,"website,",3.3246746,0.5825555
1237,IT,8.374887,-1.7531441
1238,team,0.24164422,0.04725348
1239,rebuilding,-0.18791115,0.58948624
1240,"network,",-0.072538994,1.1383489
1241,removing,0.5366763,-0.04413085
1242,malware,0.53687155,-1.0120087
1243,attack.,0.863313,-0.78520554
1244,"present,",-0.94022894,-1.0588617
1245,unsure,-0.4424522,-0.9226257
1246,what,4.4894733,0.5892897
1247,"compromised,",-1.0705489,-2.4220757
1248,current,1.2687075,-3.791576
1249,evidence,-0.9541579,-2.4700797
1250,suggests,-0.8022365,-2.6147823
1251,extracted,-0.6603632,-1.7547812
1252,very,-0.67516476,-0.63263965
1253,small,-0.46955794,0.006049222
1254,snapshot,-0.48255295,0.34285834
1255,total,2.4486537,2.1018856
1256,stored,5.3904486,2.6167552
1257,servers.,-0.12652794,1.4058361
1258,members,0.52910346,0.2203984
1259,"precaution,",0.4934983,-2.0732431
1260,updating,0.2544544,-1.1292652
1261,passwords,4.0519133,0.83717805
1262,remaining,0.80421793,-1.2771097
1263,vigilant,0.70691437,-1.2164135
1264,bank,2.3410363,-1.1299218
1265,"account,",-0.4761936,-2.3932624
1266,investigations,1.7232652,-2.103559
1267,revealed,-1.6266086,-2.9394162
1268,redirecting,-0.77296525,-2.78253
1269,standing,0.7074957,-1.4793359
1270,orders,2.4763074,-1.0825
1271,objective,0.10837397,-0.8892383
1272,Comptroller,-1.9680163,-0.08933802
1273,Currency,-2.07008,0.3157616
1274,('OCC'),-2.2250414,0.58395237
1275,$80,-1.9551096,1.1268237
1276,civil,-0.109688066,2.8951545
1277,Capital,-4.2481494,0.9929492
1278,"One,",-2.6951025,-0.016240738
1279,"N.A.,",-2.860798,-0.06083112
1280,One,-2.8107157,-0.60993445
1281,"(USA),",-2.921585,-0.6232931
1282,N.A.,-2.341149,-0.6837435
1283,OCC,-3.0931642,-3.9524548
1284,fine,-4.316529,7.890864
1285,One's,-1.4504321,0.6214885
1286,failure,3.9939642,4.400577
1287,effective,6.1077175,4.9113116
1288,processes,6.546523,1.5676807
1289,before,2.6142664,1.8717006
1290,migrating,2.5001485,0.41557097
1291,significant,5.1757326,1.0296545
1292,operations,1.3304938,0.8796109
1293,environment,0.6622552,-0.9830736
1294,correcting,-0.47854337,-1.7376235
1295,deficiencies,2.597664,-3.976355
1296,identified,0.21157944,-2.8475206
1297,compliant,-0.18459617,-2.5527506
1298,C.F.R.,-1.4132652,-2.8320854
1299,Part,-1.7659338,-2.847109
1300,"30,",-2.6863112,-2.9898787
1301,Appendix,-3.600103,-2.5684369
1302,"B,",-4.2561874,-2.261632
1303,'Interagency,-4.6497903,-2.2435255
1304,Establishing,-3.3656151,-1.016186
1305,Standards',-2.1025667,0.18274447
1306,sound,-1.4921337,0.78417253
1307,essential,3.8567276,-0.027532684
1308,adequately,7.2987843,2.62577
1309,consumers,6.155415,-0.1923715
1310,safety,3.4999218,0.5511879
1311,operation.,0.5938979,-0.9691554
1312,"2020)

FRB",-3.425266,0.55732685
1313,"One

The",-3.464455,-0.27188474
1314,Reserve,-3.7434928,0.54201955
1315,Board,-4.891779,0.40467435
1316,('FRB'),-3.1858404,1.3573852
1317,Order').,-1.8528509,0.8423966
1318,FRB,-2.0936015,-1.5552748
1319,suffered,-1.797746,0.0095706
1320,March,-1.2391521,-1.8672546
1321,2019,-5.0340395,5.7088337
1322,involving,2.9700444,-1.2810363
1323,credit,3.2859037,4.7485304
1324,card,1.8435605,0.60648674
1325,customers,8.829472,1.86153
1326,applicants,-0.83686393,0.18058203
1327,products.,-0.7289623,-0.64479315
1328,China,-5.8288693,1.6914665
1329,('CBIRC'),-2.4882464,1.2222748
1330,CNY,-2.1114535,1.1891276
1331,(approx.,-4.547569,1.8771716
1332,"€121,900)",-2.1014981,0.6706098
1333,"Co.,",-2.2893827,0.0024779693
1334,Pacific,-0.4962335,0.06860782
1335,('Bocomm'),0.21407239,-0.0848675
1336,customers.,1.6725645,-0.22153921
1337,CBIRC,-2.136755,-3.0939696
1338,Bocomm,-0.13713622,-0.92091715
1339,mismanaged,1.2696837,0.6139397
1340,outsourcing,0.36411572,0.3849331
1341,collection.,-0.38457987,-0.7707722
1342,CBIRC's,-1.1878649,-0.858763
1343,"decision,",-1.0602658,-0.68122256
1344,"Chinese,",-2.007162,-1.1626664
1345,('FCC'),-2.126033,0.7741689
1346,FCC,-2.869356,-2.3429115
1347,"Commissioner,",-3.7911725,0.54211104
1348,Geoffrey,-3.099366,0.85306144
1349,"Starks,",-2.6069543,0.5189131
1350,send,-1.8602606,-0.39482498
1351,letters,-0.58167905,-0.7841565
1352,AT&T,-0.99638045,-0.5353556
1353,Verizon,-1.6510322,-0.5573425
1354,inquiring,-1.0783186,-0.6328511
1355,aggregation,-0.079674534,-0.6557625
1356,monetisation,0.31144485,-0.45883477
1357,sensitive,5.3252463,0.33342278
1358,aggregated,0.6558889,-0.78036255
1359,monetised,0.80058557,-0.64352256
1360,advertisement,0.635168,-0.6865382
1361,placement,2.0873086,-0.36391386
1362,track,2.6549437,1.1485766
1363,consumers',1.4635304,1.0808301
1364,locations,0.7937426,1.6575013
1365,protests,-0.5468481,0.68697447
1366,places,-0.5094383,0.6869474
1367,worship.,-0.46456066,0.39602607
1368,"respect,",-1.0091937,-4.866965
1369,Starks,-0.96794486,-0.82495105
1370,seeking,-0.49762836,-0.5681573
1371,Verizon's,-0.71095866,-1.482414
1372,participation,0.20192839,-0.37937763
1373,real-time,3.6615658,-3.6080163
1374,bidding,4.1057205,-3.7832546
1375,exchanges,-0.7915993,-1.8658583
1376,mobile,2.6485164,2.0850267
1377,"advertising,",0.0023524493,-0.6083411
1378,requesting,0.5621154,3.0729253
1379,each,1.737044,-1.1062753
1380,provider's,0.56315875,-0.6886482
1381,prohibit,1.4383912,-1.878683
1382,minimise,0.041719716,-1.2867516
1383,tracking,0.90435845,-1.9067914
1384,consumers.,0.91511023,-0.4036242
1385,Specifically,-1.7922162,-1.1860915
1386,sent,-1.2578121,0.49870977
1387,"ask,",-1.7588618,-0.58368605
1388,explain,-0.30112576,-1.7933344
1389,monetising,1.0501896,-0.53646505
1390,advertising,5.2803664,-0.42230093
1391,advance,4.936441,1.0985166
1392,non-advertising,0.667337,-1.3359345
1393,"objectives,",1.6355021,-0.29091996
1394,quantify,0.6699434,-2.3888826
1395,US,3.0129528,2.0549748
1396,location,1.6525856,-2.425968
1397,distributed,2.8981397,-1.1497831
1398,"processes,",2.2004058,0.0050820243
1399,detail,1.0796857,-2.1522696
1400,"minimise,",1.1736102,-1.9194192
1401,"destroy,",0.44800487,-1.9436024
1402,according,-0.19933316,-0.7847617
1403,follows,-2.5229416,-2.6331885
1404,bipartisan,-1.6338702,-1.1053523
1405,group,-0.70863,-0.45574173
1406,sending,-3.1293418,3.2704222
1407,Trade,-5.954757,5.223636
1408,"('FTC'),",-2.1160429,0.43677104
1409,French,-0.598459,-3.0507145
1410,('CNIL'),-2.7618034,1.8426529
1411,Standard'),-2.0430276,2.033381
1412,simplifies,-0.87971884,0.48975635
1413,conditions,3.6623905,-0.75245607
1414,accessing,2.9884596,1.5721167
1415,permanent,1.0336996,-2.435905
1416,representative,-0.82008874,-2.061259
1417,sample,-1.610597,-2.358859
1418,population,-2.0090399,-2.7367861
1419,('EGB'),-2.2897766,-2.8613133
1420,insurance,1.4466416,0.91700673
1421,Inter-Regime,-0.9470356,-1.5762478
1422,System,-3.564094,-1.262303
1423,"('SNIIRAM'),",-3.3259223,-1.3238525
1424,entry,-0.06787328,-1.9379996
1425,force,-3.7282183,-0.23957215
1426,2019-774,-2.4476275,0.2924895
1427,Organisation,-4.795482,1.3325509
1428,Transformation,-5.340309,2.7803195
1429,System.,-1.9130256,-0.27518824
1430,update,-1.9063635,-1.6992755
1431,Standard,-0.69568354,-5.9427366
1432,aims,0.29163772,-1.713727
1433,"Hub,",-1.3940899,0.88202286
1434,"conditions,",-0.36162034,-0.56789625
1435,relevant,5.2414737,0.7017588
1436,context,2.831073,-4.1731963
1437,present,0.73886824,0.5482283
1438,low,-0.41471618,1.4236747
1439,impact,2.690801,2.700072
1440,privacy.,0.9720719,2.41523
1441,"research,",0.41505286,-0.8663069
1442,study,0.38935494,-1.0841688
1443,analysis,-0.13281028,-2.6434927
1444,serve,2.0197473,-0.79904675
1445,"interest,",2.740282,2.8168938
1446,"EGB,",1.0561563,0.6631252
1447,SNIIRAM,0.9901316,0.36959693
1448,datamarts,-0.1564215,-0.74317217
1449,necessary.,-0.21469907,-0.6477511
1450,"processing,",7.8415904,-2.088773
1451,neither,-1.5031252,-0.17505306
1452,opinion,-3.4022644,3.9505506
1453,"Research,",-0.36077827,-0.7301692
1454,Study,-0.6587002,-0.8106386
1455,Analysis,-0.3562909,-1.0426391
1456,sector,4.4265265,-3.6976469
1457,('CESREES'),-0.012048594,-2.7188919
1458,nor,2.191743,-1.5029669
1459,authorisation,0.54782796,-2.2319138
1460,CNIL,4.966409,-1.1836338
1461,obtained.,0.39044964,0.22634865
1462,benefit,1.4666977,-2.803968
1463,simplified,1.1773221,-2.318686
1464,"procedure,",1.7476168,-2.0997846
1465,includes,5.6078157,-0.3748685
1466,"care,",0.4295271,-1.8844591
1467,comparative,0.3725424,-1.7715559
1468,"treatment,",0.44021684,-1.2441212
1469,description,-0.5072779,1.4688804
1470,patient,-0.38969612,-0.20724407
1471,pathologies,-1.6774334,-1.1894594
1472,treatment,-1.4949284,-1.1113327
1473,plans.,-1.420863,-0.95065147
1474,adds,-1.3982015,-1.9798518
1475,manufacturers,-0.9219055,-2.1976397
1476,working,1.8344827,-1.5280703
1477,collaborate,0.0030703591,-0.3875575
