,words,x,y
1492,police,2.5388267,2.984686
1493,officers,0.37482628,-0.34363323
1494,meet,1.3499492,0.53794277
1495,standard,-1.1521567,-5.4998107
1496,SWP,-0.34847143,0.58721435
1497,Assessment,-2.1555054,-7.2380314
1498,"('DPIA'),",-1.8147438,-3.3761723
1499,64,0.50025773,-1.4698411
1500,"Act,",-0.6483715,-5.2236214
1501,8,-4.62726,1.3958744
1502,"infringed,",-1.6546637,0.6792806
1503,deficient.,-1.4891901,0.8265415
1504,UPDATE,-3.361001,0.0068159653
1505,(11,-4.340468,-0.13477904
1506,2020),-4.9099054,-0.486976
1507,welcomes,-1.4701734,2.0255344
1508,Appeal's,-2.8646536,-0.9729598
1509,"statement,",-2.8166099,1.5649694
1510,welcoming,-1.9269878,0.8069409
1511,provides,4.623073,2.15985
1512,clarification,1.1865038,-0.11900252
1513,live,1.0254593,1.7271475
1514,places.,-0.2672369,0.75930697
1515,useful,-1.1235031,1.2682247
1516,towards,1.6620106,2.09241
1517,relating,5.7404394,1.5593154
1518,surveillance,0.12878536,2.9676504
1519,Financial,-5.366484,-8.794256
1520,Industry,-5.077838,-2.7119112
1521,Regulatory,-5.6111894,-3.0320315
1522,('FINRA'),-3.0431488,-0.5554576
1523,along,-4.120641,0.6196979
1524,Securities,-2.8073523,-2.920069
1525,Exchange,-3.689104,-2.908875
1526,('SEC'),-3.986472,-2.523348
1527,Commodities,-2.176023,-1.7378876
1528,Futures,-3.0811198,-1.798246
1529,Trading,-4.77726,-1.4070001
1530,('CFTC'),-2.7978232,-0.6453646
1531,totalling,-5.8372564,1.5275049
1532,$38M,-1.9904042,-0.060632534
1533,anti-money,-3.6169999,-3.1543412
1534,laundering,-3.8709996,-1.1073934
1535,('AML'),-2.128299,-0.46471024
1536,failures,1.0659053,-1.3038855
1537,Interactive,-3.6508422,6.871837
1538,Brokers,-2.2931428,6.3983507
1539,LLC.,-2.084506,0.41323057
1540,FINRA,-4.819858,3.2615788
1541,fined,-6.2353697,7.3762226
1542,$15,-1.2421967,1.3906245
1543,million,-4.0686774,4.646452
1544,widespread,-1.4011694,1.1420115
1545,firm's,-0.2784676,1.071607
1546,AML,-0.35688716,1.0565115
1547,program,-2.6502657,1.0374209
1548,part,4.3595014,-2.6454358
1549,settlement,-1.3045254,1.3706577
1550,-,-3.183427,2.0098016
1551,Letter,0.99851173,9.952964
1552,"Acceptance,",-3.5118463,-1.107633
1553,Waiver,-4.0510807,-1.1149676
1554,Consent,-4.265388,-1.4117912
1555,AWC'),-4.399885,0.3475039
1556,certify,-0.36239693,4.3603826
1557,consultant,-0.93305206,1.5542424
1558,remedy,0.44403228,1.333821
1559,failures.,0.4973816,0.12392828
1560,SEC,-2.2110622,4.902637
1561,Order,-2.3081627,10.398186
1562,finds,-0.6127452,2.876618
1563,violated,2.9115407,3.3434987
1564,financial,6.4073796,-4.749352
1565,recordkeeping,-0.7434009,0.06640382
1566,reporting,3.2085512,0.004120098
1567,provision,2.9520593,-2.9991496
1568,federal,1.7913392,-1.5092506
1569,securities,1.3530166,-0.7086063
1570,rule,1.2518737,0.46465516
1571,fines,-1.9231577,2.653647
1572,$11.5,-2.186918,0.20272298
1573,million.,-2.5844998,0.88365513
1574,CFTC,-1.1414053,1.0197415
1575,charging,-1.3303831,0.4720798
1576,42.2.,0.20479104,-0.49616107
1577,(requiring,-0.38817662,-0.050218277
1578,registrants,-0.99234784,-0.31490478
1579,Secrecy,-1.6169934,-0.989178
1580,1970),-2.056362,-0.9644912
1581,marks,-1.6724138,-0.83641833
1582,kind.,-0.46117517,-0.2583141
1583,Jessica,-3.405987,0.8450318
1584,"Hopper,",-3.732968,0.64492375
1585,Executive,-5.257215,-0.9101742
1586,Vice,-2.7339487,-0.21363075
1587,President,-2.2498114,-0.26768428
1588,Head,-2.3189783,-0.9822642
1589,"Enforcement,",-2.0254023,-0.5540109
1590,"stated,",-3.8150978,-1.4395567
1591,"""Today's",-1.5142492,0.86918736
1592,reminder,-1.3758516,2.8021078
1593,member,1.6437525,3.532578
1594,firms,-1.5519204,3.1531346
1595,tailor,-0.9002247,1.3722924
1596,programs,2.8168502,-0.5449683
1597,firms',0.69565094,-0.17026517
1598,model,1.4717592,-1.574149
1599,"base,",0.20434561,0.4436913
1600,dedicate,0.78484535,0.56096166
1601,commensurate,0.3927525,0.2049223
1602,growth,-0.24196762,-0.46900657
1603,lines.,0.33480966,-0.6591629
1604,continue,5.178146,2.3915572
1605,monitor,0.57802784,0.73252803
1606,"for,",-0.4136202,-0.42084917
1607,detect,4.3988476,-0.5013485
1608,suspicious,0.28277814,0.85886586
1609,"activity.""",-1.3983288,0.5359458
1610,AWC,-0.78475016,0.35153335
1611,Ombudsman,-7.1561112,-0.59628296
1612,Deputy,-7.7588196,2.3814013
1613,"Ombudsman'),",-4.57045,0.6939949
1614,ordered,-2.7513247,0.76812226
1615,Euroclear,-1.9977567,4.059662
1616,Finland,-2.7477252,1.932601
1617,Oy,-3.1462576,3.234331
1618,modify,-1.5142373,0.6474399
1619,shareholder,1.0259452,-0.16415331
1620,register,5.277479,-1.4966354
1621,compliance,7.5934606,-5.408986
1622,requirements.,0.90028816,-3.2129061
1623,"disclosing,",-0.5180032,-0.058831688
1624,"purposes,",6.355074,-1.2832698
1625,obtained,1.3536038,0.23478279
1626,limited,5.990492,-1.4958324
1627,cooperatives,0.5347044,-0.6760384
1628,independently,0.13370487,0.07592052
1629,decided,0.6458318,0.95366323
1630,constituted,0.90907526,-0.16215111
1631,instead,-2.1694899,-1.2346473
1632,processor.,-0.6091178,0.21027553
1633,disclosing,2.1144128,-1.6501809
1634,shareholders,0.2696465,-0.8845121
1635,fair,-0.8799244,-0.14107262
1636,('GDPR').,-0.62723595,0.55625683
1637,considered,6.0248556,1.9135666
1638,duty,0.32265592,2.8790743
1639,merely,0.41960984,0.3264184
1640,mentioning,-0.39539796,1.4753028
1641,exercised,0.65492374,1.4642886
1642,object,-0.5510047,-0.8122518
1643,marketing.,1.0512727,-2.0779026
1644,"Therefore,",-0.14043428,3.5267432
1645,change,0.58624065,0.16332617
1646,practices,5.3695335,-5.0042295
1647,World,-4.1797576,0.28842574
1648,Acceptance,-2.7308137,1.1461686
1649,Corporation,-6.068826,1.2608285
1650,"('WAC'),",-3.5371869,1.2031084
1651,agreed,-3.7365983,2.8756788
1652,pay,-1.997252,3.1090705
1653,$21.7,-2.149719,2.0048034
1654,resolve,-0.3986601,4.4044957
1655,charges,-1.7256997,3.4246624
1656,Foreign,-1.2630322,-0.41015646
1657,Corrupt,-2.1110415,-0.007612881
1658,Practices,-2.4152067,0.044458363
1659,1977,-3.69822,-0.88110495
1660,('FCPA').,-4.233862,-0.6515113
1661,Order'),-2.2853365,2.2442079
1662,December,-0.7439542,2.9427109
1663,2010,-2.738256,1.2705423
1664,"2017,",-4.76007,1.5695682
1665,WAC's,-4.0875607,2.1912162
1666,former,-1.358457,0.90513223
1667,Mexican,-3.7649035,0.06358063
1668,subsidiary,-2.6470668,2.1211255
1669,bribes,0.116213575,-0.3853754
1670,$4,-2.1345096,0.15336992
1671,union,-1.3552052,3.4355624
1672,officials,-0.23874062,-0.45485228
1673,loans,0.7858945,2.0388808
1674,said,1.4521923,0.08130906
1675,timely,2.3662455,1.6906531
1676,manner.,0.23968132,1.7983817
1677,lacked,-0.7826241,1.0276191
1678,internal,10.341201,0.30892813
1679,accounting,2.521677,-1.3860453
1680,controls,5.16112,-4.537629
1681,payments,3.3435414,0.75784516
1682,management,4.705332,-2.914527
1683,tone,-0.3413043,0.2535601
1684,audit,-0.2996101,0.05336517
1685,compliance.,0.4625092,-0.46124402
1686,"Order,",-1.1294113,3.6101167
1687,specified,-0.31615543,2.9709542
1688,WAC,-0.81527174,3.7464664
1689,consented,0.89656574,2.7998495
1690,cease,-2.7768943,2.0218403
1691,desist,-2.1909926,1.557455
1692,violating,-0.97769636,-3.7548864
1693,"anti-bribery,",-0.28418052,-0.026444767
1694,books,0.92638904,0.8833281
1695,FCPA.,0.08580013,-1.1645646
1696,Danish,-2.9105632,-5.4605136
1697,('Datatilsynet'),-3.3759632,-0.54749554
1698,updated,-6.4619317,3.1394022
1699,Guidance'),-3.506929,-4.071004
1700,Datatilsynet,0.5480585,10.4004135
1701,Guidance,1.6500974,9.276687
1702,clarify,-0.51263636,3.6503468
1703,state,4.960745,-3.7067122
1704,question,1.3255819,-0.12687586
1705,relates,-1.6534817,2.5378945
1706,additionally,-0.6880239,1.9535062
1707,contain,3.1874764,1.8632779
1708,link,2.427358,0.31943372
1709,concerned.,-1.4541905,-0.39626473
1710,disclosed,8.6717615,1.386925
1711,connection,0.895355,-0.77682537
1712,"activity,",2.6027067,1.363185
1713,question.,-1.1574293,1.1772346
1714,Monitoring,-2.3418415,-2.7873273
1715,Service,-1.1395826,-4.7463675
1716,('Rosfinmonitoring'),-2.0312958,-1.5734116
1717,entered,-4.252049,1.9082994
1718,agreement,-0.86530304,3.8746302
1719,Deposit,-1.1914268,0.114437126
1720,Insurance,-2.7847571,1.3862838
1721,efficiency,-1.4702635,-0.6164934
1722,laudering,-1.1742504,-0.6739743
1723,sphere.,-0.46713507,0.107056506
1724,involves,-0.47260255,0.6316461
1725,exchange,-0.28079483,-2.230189
1726,"experience,",0.8738347,-1.1689874
1727,development,8.609671,-8.6649885
1728,teaching,0.15518397,-0.7564711
1729,"materials,",1.7782044,-1.7114005
1730,"programs,",0.20194167,-0.38709253
1731,violations,0.78484094,-4.8732643
1732,apps,0.10963067,-3.411851
1733,('Coronavirus').,0.58902204,-1.7861034
1734,Coronavirus,3.2112074,2.258631
1735,itself,-0.09817778,0.9799621
1736,emphasised,5.1734695,6.6805735
1737,"legitimate,",0.5406477,-0.082065076
1738,whereas,0.034974877,0.015646977
1739,aimed,2.6211193,0.4842826
1740,"basis,",0.015778871,2.3368556
1741,"therefore,",-0.21096452,0.7262782
1742,Telecommunications,-0.88719493,-0.3364575
1743,('TRA'),-0.57759523,-0.24079485
1744,Guidelines'),-3.54649,0.021211606
1745,internet,0.449262,-1.9744523
1746,service,8.697438,-2.1560974
1747,providers,6.8122354,-2.7148137
1748,aiming,1.813314,-5.1299543
1749,achieve,-0.22296165,0.73475766
1750,coordinated,-0.42817047,0.9904771
1751,IPv4,-1.1499897,1.3072903
1752,IPv6.,-1.0290364,0.95341134
1753,Guidelines,1.3001708,3.588089
1754,note,-1.3219819,5.2815547
1755,IP,3.1683304,0.032357134
1756,based,6.6864552,0.4290485
1757,cloud,4.0566883,-2.0425975
1758,computing,3.5387511,-2.9968107
1759,"centres,",0.85051817,-1.2115192
1760,"sector,",4.5826926,2.3880002
1761,able,4.5769305,4.869694
1762,run,0.7210357,1.4953177
1763,IPv6,0.011149638,1.6916183
1764,protocols,0.39452362,1.5893694
1765,immediate,3.786131,0.29956532
1766,"effect,",0.7698522,0.29054728
1767,implemented.,0.13447326,0.77002996
1768,regards,-0.40476763,0.054381136
1769,"security,",5.194818,-1.6573337
1770,propose,-0.4566383,1.3547832
1771,"equipment,",-0.93514615,-0.72205275
1772,"firewalls,",-1.3382962,-1.8252325
1773,Internet,-0.67508686,-5.832464
1774,Protocol,-2.4063692,-2.7247047
1775,('IPSec'),-1.3490834,-1.2911674
1776,authenticate,-1.277857,-0.7203156
1777,assessment,6.5450087,-0.08643907
1778,vulnerabilities.,-0.44332933,0.8339391
1779,University,-2.8827374,-5.017767
1780,Maryland,-3.3002656,-3.8633814
1781,Faculty,-1.4007828,-1.056354
1782,"Physicians,",-1.0303469,-0.68421996
1783,('FPI'),-1.8140814,-2.3139045
1784,Medical,-3.0742772,-2.688099
1785,('UMMC'),-3.7223065,-1.8184202
1786,24,-9.239706,-4.56355
1787,"('OCR'),",-0.27539834,-1.5417649
1788,"33,896",-0.52797693,0.015583834
1789,FPI,-1.4709331,4.0891566
1790,UMMC,-1.6880895,3.536738
1791,discovered,-0.8848036,3.6976588
1792,contained,5.8567033,-0.18064785
1793,identifiable,0.44402403,0.75036716
1794,protected,2.3434253,-1.2108109
1795,"name,",3.1989157,-3.0827491
1796,"birth,",0.39039266,-4.045841
1797,clinical,1.0970496,0.1328888
1798,care,3.4022064,-1.8596879
1799,"received,",1.3644745,2.41154
1800,numbers.,-0.54937947,-0.48270378
1801,indication,1.4966075,1.5390698
1802,"misused,",0.50986534,1.7938932
1803,reviewing,-0.00031056735,-0.061742045
1804,security.,1.2848159,-0.41388223
1805,Basel,-4.37845,-1.7015133
1806,Banking,-3.3957272,-3.2463267
1807,Supervision,-3.8373775,-2.005697
1808,Committee'),-4.0473437,-0.29934722
1809,Consultative,-2.6658013,-0.21549214
1810,Document,-2.3966632,3.9521818
1811,Document'),-2.7743664,-0.5717224
1812,principles,3.7440066,-2.2460742
1813,risk,5.8452806,0.04960707
1814,resilience.,-0.5186392,-0.017313927
1815,"Particularly,",-1.0135148,1.3137674
1816,role,2.2910964,-5.997132
1817,played,-1.7043573,-0.4556286
1818,global,0.37859967,0.2647704
1819,"pandemics,",0.88336134,0.16149577
1820,cyber,4.5258646,0.8147254
1821,"incidents,",3.7103374,-2.4751503
1822,manage,3.8774486,-0.35901928
1823,dependencies,-0.5736614,-0.92598885
1824,"relationships,",-0.41642436,-1.0966517
1825,those,7.3014693,-1.92049
1826,"with,",0.48785958,-0.42091587
1827,intra-group,1.1146278,-1.0492632
1828,delivery,2.6638846,-3.9592423
1829,operations.,-0.4621067,-1.9660989
1830,resilient,0.43047363,1.2192656
1831,communication,3.1272926,-3.0786955
1832,"protection,",5.2132306,-4.4015064
1833,"detection,",0.008229355,0.98659253
1834,"response,",-0.48655564,0.85346323
1835,recovery,-0.73601955,0.57813215
1836,programmes,-0.86694837,0.39348727
1837,regularly,1.953828,-2.184527
1838,tested.,-0.35689262,0.34989178
1839,November,-1.5231994,-1.9470447
1840,('DSA'),-2.2030947,-0.58873194
1841,7,-6.802859,-0.1533455
1842,summaries,-1.8403937,-0.15217757
1843,metadata,-1.1018767,0.3955727
1844,government.,-0.22483118,-0.18190275
1845,deliverable,-2.3802783,-1.1070073
1846,"DSA,",-1.7883582,-2.0119305
1847,cross-government,-0.7110683,-1.4078344
1848,standardisation,-0.5155741,-0.97112113
1849,Digital,-7.513807,-9.6519985
1850,"Service,",0.21703646,-0.85149837
1851,comma-separated,0.38852063,-1.0262849
1852,values,0.9720635,-1.717082
1853,('CSV'),0.027056335,-0.5941051
1854,"Firstly,",-1.4997699,0.78542477
1855,describe,-1.5636477,-1.2497238
1856,shared,3.184532,1.1412408
1857,discusses,0.99366313,-0.2463704
1858,Dublin,-0.07771068,0.1932501
1859,Core,0.5224882,0.22159714
1860,schema,0.43435192,0.1565072
1861,tabular,0.6506836,-0.5669852
1862,like,2.8769841,1.2543417
1863,CSV,-0.3673932,-0.9562943
1864,files,1.523095,-0.9141459
1865,"spreadsheets,",-0.73632234,0.06644781
1866,departments.,-0.40489137,0.46889132
1867,"Secondly,",-1.3991184,-0.18129277
1868,publishing,0.50809205,-1.8711362
1869,recommends,0.38983074,-0.4744066
1870,schema.org,-0.48881024,-1.1421232
1871,contents,-0.6024476,-1.4836781
1872,"file,",0.27544224,-0.7508449
1873,spreadsheet,0.9448012,0.026478127
1874,file,0.9197975,0.6824059
1875,published.,0.26662594,1.1139141
1876,"Thirdly,",-0.91287714,0.11466635
1877,offers,0.5138751,1.0215247
1878,Web,-1.4015623,0.46364322
1879,add,-1.39781,0.6840635
1880,structure,-0.68943435,-0.80641854
1881,sets,0.5920535,1.9164461
1882,facilitate,2.9685814,-0.71280825
1883,"cataloguing,",-0.8486515,-0.5110307
1884,"validation,",-0.9088353,-0.75165105
1885,reuse,-0.22624291,-1.5728762
1886,covers,1.7601168,2.8818288
1887,adding,0.241183,0.77163106
1888,so,3.6968174,6.348303
1889,search,2.306437,0.9845767
1890,engines,-0.024519894,1.6682673
1891,display,1.5519513,-0.047713153
1892,structured,-0.34200618,-0.43595406
1893,users.,-0.12706238,-0.6507785
1894,Rain,-2.1205113,1.0351962
1895,Ld,-1.720604,0.6382795
1896,1998,-1.5710284,-1.5226871
1897,"making,",-1.5757227,-2.2581382
1898,January,-5.2927766,2.402255
1899,"2018,",-2.2391112,-2.4150846
1900,"270,774",-1.1756089,-1.3762251
1901,calls,1.2124833,-1.1009243
1902,registered,0.87404025,0.06493839
1903,Telephone,-0.9057673,-0.21355428
1904,Preference,-1.1876034,-0.6075321
1905,Ltd,-3.4629216,-3.844266
1906,('TPS'),-0.72866464,-1.292481
1907,regulation,0.3626335,-2.7304099
1908,21,-4.70829,0.56074834
1909,"sent,",-6.820424,2.4009895
1910,"2019,",-1.5038332,2.7049358
1911,initial,-3.6550055,3.1218438
1912,"RTL,",-2.8618846,2.2990243
1913,"responded,",-2.2166696,2.9049904
1914,purchased,1.3952508,-0.10713578
1915,contract,1.3396894,-2.012825
1916,"providers,",2.4525197,1.0113628
1917,"recorded,",0.41299045,1.3060164
1918,diligence,0.5288732,2.8106663
1919,checks,-0.4172543,3.1956205
1920,thought,0.035817023,1.2314485
1921,RTL,1.2735327,3.635009
1922,intended,5.372048,1.1391716
1923,options,2.3757129,-0.4309349
1924,recording,2.5728612,-1.631536
1925,staff,2.5428789,-0.22368142
1926,training,4.416912,-4.161249
1927,software,6.2772,0.20691499
1928,TPS-screening.,0.5680521,-0.1691288
1929,assessing,0.043344308,1.5269016
1930,"contraventions,",-1.2299993,1.4692974
1931,deliberately,-1.2442267,1.1775798
1932,contravene,-1.166557,1.4063185
1933,"PECR,",-0.489088,1.8291627
1934,however,0.38604456,3.2310839
1935,responsibilities,1.9468359,-0.12359367
1936,taking,2.8984623,4.767301
1937,violations.,-0.101924084,0.48427644
1938,calculating,-2.6826055,1.4832063
1939,"penalty,",-1.813445,1.8966439
1940,factors,0.066030435,2.0501533
1941,ceasing,1.4684323,1.4959978
1942,"calls,",-0.5350831,1.8482302
1943,complaints,2.7405941,3.7083771
1944,TPS,0.2885805,0.91444194
1945,lack,4.9225974,1.3303219
1946,suppression,1.8101611,-0.34907317
1947,stop,5.873835,-0.34616953
1948,repeated,-0.20176302,0.45243922
1949,subscribers.,-0.56841063,0.048155647
1950,latest,-2.856551,0.3851099
1951,20%,-1.0412047,1.5924355
1952,"£64,000",-0.85448056,1.5656999
1953,promote,1.555404,-0.49394926
1954,PECR.,-0.9905747,-0.3132948
1955,"('ICO'),",-0.8803696,0.36814955
1956,Barclays,-0.4421524,1.2064295
1957,employee,3.8165953,-1.8419222
1958,monitoring,3.036709,-2.051865
1959,tools.,0.33022013,0.6271912
1960,"""We",-1.0935841,2.4241002
1961,ongoing,-1.4147434,0.898387
1962,Barclays',-1.2047081,1.6089288
1963,alleged,2.7874832,6.3441734
1964,"tools.""",-0.97871447,0.25629035
1965,"outlined,",-1.0411776,1.399129
1966,"""People",-1.0415897,1.148277
1967,expect,-1.0081499,1.2172844
1968,keep,1.8773439,0.00983588
1969,lives,-0.105670154,-0.010447688
1970,degree,-0.15710343,0.41717947
1971,workplace,-0.7716611,-0.23400573
1972,If,-0.34709483,0.15295126
1973,wish,1.0632298,0.42348713
1974,"employees,",1.7107275,-1.5971307
1975,purpose,6.3801613,-4.7111893
1976,brings,0.3120979,1.8150312
1977,real,0.6149766,0.59395933
1978,benefits.,-0.31490478,0.3323349
1979,Organisations,0.29840514,0.5305903
1980,"nature,",0.7766472,-0.2356505
1981,reasons,1.2193596,0.6943937
1982,"monitoring.""",0.07177101,0.121450014
1983,Commerce,-7.188675,-5.5364356
1984,('DoC'),-3.5621767,-2.2184637
1985,joint,-0.63333774,1.5684723
1986,announcing,-2.853561,2.6751897
1987,initiated,-0.8391575,2.865185
1988,discussions,1.6078875,-1.0603175
1989,evaluate,-0.11247211,2.090651
1990,EU-U.S.,-0.7337999,-0.38922384
1991,DoC,-1.3452113,-0.9585446
1992,recognised,1.9577323,-4.3335247
1993,vital,-0.6684399,-2.2763362
1994,EU,7.5092144,-3.709222
1995,"US,",1.4180839,-1.3315476
1996,cross-border,1.5320461,-4.32701
1997,transfers,7.4500966,-4.4281
1998,citizens,1.0679159,-2.603338
1999,economies.,0.4151298,0.5426754
2000,commitment,2.3726954,-2.1268904
2001,"law,",3.4989762,0.066894434
2002,deepening,-0.053599503,0.15262727
2003,economic,-1.042999,0.88931507
2004,relationship.,-0.360678,0.3328638
2005,Norwegian,-1.4622697,-1.5818874
2006,International,-4.18489,0.030859355
2007,Baccalaureate,-2.201484,-0.011138385
2008,Organization,-1.9455127,-1.1631367
2009,('IBO'),-1.3515369,-0.5834915
2010,grading,0.4746419,0.18978323
2011,students,3.2421255,1.9270501
2012,historical,0.89762497,-0.19477734
2013,students.,-0.8886208,0.19806468
2014,IB,-1.102637,2.0658765
2015,grades,-0.90692997,2.718185
2016,correct,3.655653,2.9099584
2017,because,4.390035,-0.26416403
2018,academic,-1.0098718,1.1345567
2019,"ability,",-1.0282308,0.36438292
2020,thereby,-0.7491246,0.058682982
2021,leading,2.1316638,-1.3464227
2022,expectations,0.8236158,-1.6544508
2023,thus,2.8595946,-3.0486228
2024,contradicting,-0.53622603,-2.828607
2025,fairness,-0.634308,-2.5908237
2026,principle,3.9119346,-2.753173
2027,lead,0.7183144,-0.9752139
2028,denial,1.9892485,-1.3404548
2029,opportunities,1.5895139,-1.0608875
2030,"case,",1.682201,2.8869486
2031,adversely,-0.44800547,2.9901662
2032,undue,1.3076742,0.55693704
2033,unjustifiable,-1.1977603,1.2766784
2034,On,-0.44290036,2.1607087
2035,gave,0.11313872,1.2287153
2036,IBO,-0.5652384,1.7760396
2037,opportunity,1.5812571,1.8454962
2038,submit,0.041201755,1.5267748
2039,14,-4.2004356,-2.3974924
2040,"comments,",-1.3369253,1.9714199
2041,final,-3.76132,1.69158
2042,taken.,-1.0286304,1.1191455
2043,British,-3.4208608,-1.6465802
2044,Dental,-3.2190251,-1.4417179
2045,Association,-3.5136414,-1.4545095
2046,('BDA'),-3.3667026,-1.2435349
2047,"suffered,",-3.0426438,-1.0250431
2048,sophisticated,-1.3249719,0.06365185
2049,BDA,-3.91664,0.5799064
2050,took,3.4362645,0.3911566
2051,"offline,",0.95354843,-0.6463462
2052,"website,",1.6700866,0.63601893
2053,IT,7.202109,0.31937626
2054,team,0.43307582,0.15245652
2055,rebuilding,0.068216085,0.59580314
2056,"network,",-0.09426937,-0.094578795
2057,removing,-0.2017958,-0.72971547
2058,attack.,0.40740123,0.28643245
2059,"present,",-0.95909667,1.3865345
2060,unsure,-0.44784257,1.542176
2061,"compromised,",-0.9135088,1.5241473
2062,evidence,0.73855877,2.0787582
2063,suggests,-0.7340304,1.0208995
2064,extracted,-1.1522001,0.29188207
2065,small,0.9228885,-0.8159699
2066,snapshot,-0.9729364,-0.43502402
2067,total,0.3452373,0.104088254
2068,stored,7.0958843,-0.45917383
2069,servers.,-0.4499692,-0.7952315
2070,"precaution,",-0.03991148,0.38318452
2071,updating,-0.3720787,-0.3086011
2072,remaining,0.8306043,-1.2703826
2073,vigilant,0.026170362,-1.2179195
2074,"account,",0.051155075,1.4663718
2075,revealed,-2.8534267,1.0224767
2076,redirecting,-1.6128467,1.5012945
2077,standing,-0.4740042,-0.35016704
2078,orders,1.4033381,-0.7811395
2079,objective,0.21735148,-0.49324834
2080,Comptroller,-1.7765256,-1.8233166
2081,Currency,-1.4914808,-1.508639
2082,('OCC'),-1.8202801,-1.1996076
2083,$80,-1.5856292,0.977066
2084,Capital,-4.4302416,-0.8662916
2085,"One,",-2.4101257,0.48577872
2086,"N.A.,",-2.5621035,0.3776941
2087,One,-2.835893,-2.4715862
2088,"(USA),",-2.2485628,0.10158702
2089,N.A.,-1.8196042,0.08457904
2090,OCC,-2.157439,3.3912745
2091,fine,-3.394516,2.174475
2092,One's,-1.3155698,1.2145352
2093,before,3.0734978,0.91486806
2094,migrating,1.7256987,0.47455722
2095,significant,8.129943,-0.010489147
2096,operations,1.6147631,0.8552363
2097,correcting,0.17959365,0.17616755
2098,deficiencies,1.6750375,2.7199767
2099,identified,2.1604838,4.7763276
2100,compliant,-0.3669163,2.2978408
2101,C.F.R.,-1.5150976,1.6414372
2102,Part,-2.1667356,1.1611527
2103,"30,",-3.1124446,0.6816473
2104,Appendix,-3.5997503,0.32611334
2105,"B,",-3.8775811,-0.09918676
2106,'Interagency,-3.8906739,-0.47086135
2107,Establishing,-2.3378723,-0.5766322
2108,Standards',-1.1942848,-0.78619015
2109,sound,-0.26147977,-1.5842469
2110,essential,5.408334,-0.968466
2111,adequately,5.424545,0.54191303
2112,consumers,9.406928,-4.2133465
2113,safety,2.2135499,-3.2472074
2114,operation.,-0.3252323,-1.5975775
2115,FRB,-3.4000542,0.555543
2116,Reserve,-3.0055487,-1.6081569
2117,('FRB'),-2.3974605,-1.3828305
2118,Order').,-1.2307819,0.5328053
2119,suffered,-0.40347296,-0.15913844
2120,involving,3.1257606,-2.9308593
2121,credit,3.6323862,4.1671567
2122,card,1.7308587,0.10488783
2123,customers,8.33246,-5.2100415
2124,products.,-0.99545646,-0.18358424
2125,('CBIRC'),-1.6523167,-0.2895439
2126,CNY,-1.7305914,0.74283147
2127,(approx.,-5.5033994,2.7230048
2128,"€121,900)",-1.8953406,-1.6601653
2129,"Co.,",-2.3710353,-2.0994341
2130,Pacific,-0.92501146,-1.5239736
2131,('Bocomm'),-0.49631023,-1.3937559
2132,customers.,0.489871,-1.342845
2133,CBIRC,-1.9027336,2.3277607
2134,Bocomm,-0.8187942,1.4281596
2135,mismanaged,0.34705076,-1.0422816
2136,outsourcing,0.28624216,-0.113311306
2137,collection.,0.61817116,-0.125814
2138,('FCC'),-1.2930954,-0.7050096
2139,FCC,-0.8499211,5.8404393
2140,"Commissioner,",-3.9247146,1.7026069
2141,Geoffrey,-2.998,1.8599131
2142,"Starks,",-2.902222,1.5798266
2143,send,-2.5740616,0.73030293
2144,letters,-1.0355221,3.452342
2145,AT&T,-1.407439,1.0799189
2146,Verizon,-2.6191037,-1.0504172
2147,inquiring,-1.6004722,-1.2801566
2148,aggregation,-0.62295276,-1.0373331
2149,monetisation,-0.57445,-0.89201313
2150,aggregated,0.6458501,0.91348386
2151,monetised,1.034701,0.4980452
2152,advertisement,1.807035,1.7420669
2153,placement,1.5671879,-0.5399218
2154,track,3.8468227,1.3601627
2155,consumers',3.5693316,-1.2011945
2156,locations,0.8067533,-0.12205229
2157,protests,-0.75534105,-0.99665654
2158,places,-0.7150092,-1.0635021
2159,worship.,-0.52460486,-0.81151605
2160,"respect,",-0.16973126,4.442468
2161,Starks,-0.304648,1.9497168
2162,seeking,0.12728983,2.1981606
2163,Verizon's,-1.0823954,0.7879614
2164,real-time,0.99118507,-1.2000631
2165,bidding,1.822698,-0.49558288
2166,exchanges,-1.032928,0.2681296
2167,mobile,1.9055854,0.9237351
2168,"advertising,",-0.87420386,-0.09912685
2169,requesting,-0.5503791,-1.5334258
2170,provider's,-0.45196488,-0.10533015
2171,prohibit,1.9366692,-1.1950554
2172,minimise,0.83141613,-1.0614388
2173,tracking,1.7775322,-1.2371399
2174,consumers.,2.3161504,-1.3411423
2175,Specifically,-0.5939371,1.6448137
2176,"ask,",-1.5500492,0.6349625
2177,explain,0.19771588,-0.49801174
2178,monetising,1.6659799,-0.28714296
2179,advertising,8.265153,-1.3006183
2180,advance,4.516864,-2.8942356
2181,non-advertising,-0.6358694,-1.909682
2182,"objectives,",0.32667434,-2.6096175
2183,quantify,-0.95383084,-2.2269907
2184,US,5.229852,-7.399811
2185,location,3.3883252,-3.7660146
2186,distributed,1.7213196,-2.0739875
2187,"processes,",0.81014085,-0.7693855
2188,detail,-0.72410387,0.5662691
2189,"minimise,",0.36516654,0.6434557
2190,"destroy,",0.28034404,0.37689957
2191,follows,-2.312873,1.3852862
